#	EAIFO_K0.4	EAIFO_K0.55	EAIFO_K0.75	EAIFO_K1.0	EAIFO_K1.4	EAIFO_K2.0	EAIFO_K3.0
3600	0.121331	0.124338	0.116789	0.107670	0.094780	0.090128	0.087896
5200	0.145480	0.147702	0.140852	0.127580	0.112732	0.105553	0.104057
7000	0.166929	0.167901	0.156691	0.144521	0.126827	0.117373	0.123613
8900	0.183910	0.179920	0.166608	0.152309	0.134051	0.128619	0.171574
11100	0.195629	0.186397	0.171698	0.155997	0.139280	0.150135	0.308303
14150	0.204960	0.190502	0.173615	0.157444	0.143309	0.166074	0.424929
19000	0.214403	0.193996	0.176355	0.159641	0.148165	0.181451	0.492842
