#	EAIFO_K0.4	EAIFO_K0.55	EAIFO_K0.75	EAIFO_K1.0	EAIFO_K1.4	EAIFO_K2.0	EAIFO_K3.0
3600	4.258104	4.253317	4.373203	4.506009	4.830983	4.860978	4.774417
5200	5.598010	5.711049	5.807309	5.981368	6.090767	6.014071	5.922993
7000	8.286028	8.752804	9.041122	8.907558	8.924326	8.386923	8.314606
8900	13.043370	14.340722	14.568999	15.170125	14.727760	13.641219	14.572158
11100	19.568878	21.190328	22.358570	23.796299	25.746439	28.608649	38.048087
14150	23.923976	26.057812	27.145643	29.880616	34.200616	45.081634	69.581141
19000	28.387291	31.339678	33.543735	37.072561	42.520999	55.056839	89.624611
