#	EAIFO_K0.4	EAIFO_K0.55	EAIFO_K0.75	EAIFO_K1.0	EAIFO_K1.4	EAIFO_K2.0	EAIFO_K3.0
3600	0.781843	0.803776	0.680457	0.541356	0.416167	0.377439	0.363680
5200	0.820359	0.809506	0.717290	0.587322	0.464746	0.412672	0.431699
7000	0.794369	0.772969	0.673116	0.584132	0.472838	0.433839	0.578814
8900	0.768497	0.726201	0.638251	0.550791	0.458567	0.454890	0.895058
11100	0.740196	0.685060	0.595852	0.515567	0.434997	0.581810	1.821052
14150	0.721589	0.656725	0.561981	0.486716	0.432724	0.745866	3.181942
19000	0.721569	0.635145	0.544088	0.474565	0.441915	0.798617	3.393899
